Unnamed: 0,Tweets,date tweets,Sentimen,remove_user,cleaning,case_folding,tokenisasi,normalisasi,stopword_removal,stemming,to_sentence
491,Liat berita bromo kebakaran. Nykp lngsng nunjukkin foto &amp  videonya dia. Seindah itu bromo. Diakhir dia blng gayaan emaknya drpd anaknya.,2023-09-11 13:31:37+00:00,3,Liat berita bromo kebakaran. Nykp lngsng nunjukkin foto &amp  videonya dia. Seindah itu bromo. Diakhir dia blng gayaan emaknya drpd anaknya.,Liat berita bromo kebakaran Nykp lngsng nunjukkin foto amp videonya dia Seindah itu bromo Diakhir dia blng gayaan emaknya drpd anaknya ,liat berita bromo kebakaran nykp lngsng nunjukkin foto amp videonya dia seindah itu bromo diakhir dia blng gayaan emaknya drpd anaknya ,"['liat', 'berita', 'bromo', 'kebakaran', 'nykp', 'lngsng', 'nunjukkin', 'foto', 'amp', 'videonya', 'dia', 'seindah', 'itu', 'bromo', 'diakhir', 'dia', 'blng', 'gayaan', 'emaknya', 'drpd', 'anaknya']","['lihat', 'berita', 'bromo', 'kebakaran', 'nykp', 'lngsng', 'nunjukkin', 'foto', 'amp', 'videonya', 'dia', 'seindah', 'itu', 'bromo', 'diakhir', 'dia', 'bilang', 'gayaan', 'emaknya', 'daripada', 'anaknya']","['lihat', 'berita', 'bromo', 'kebakaran', 'nykp', 'lngsng', 'nunjukkin', 'foto', 'videonya', 'seindah', 'bromo', 'diakhir', 'bilang', 'gayaan', 'emaknya', 'anaknya']","['lihat', 'berita', 'bromo', 'bakar', 'nykp', 'lngsng', 'nunjukkin', 'foto', 'video', 'indah', 'bromo', 'akhir', 'bilang', 'gaya', 'emaknya', 'anak']",lihat berita bromo bakar nykp lngsng nunjukkin foto video indah bromo akhir bilang gaya emaknya anak
492,"Minggu lalu, Indonesia dihebohkan dengan kejadian kebakaran di Kawasan Wisata Bromo akibat penggunaan flare pada sebuah sesi foto prewedding. Kebakaran tersebut dikabarkan masih terjadi hingga saat ini dan semakin meluas.",2023-09-11 13:35:36+00:00,3,"Minggu lalu, Indonesia dihebohkan dengan kejadian kebakaran di Kawasan Wisata Bromo akibat penggunaan flare pada sebuah sesi foto prewedding. Kebakaran tersebut dikabarkan masih terjadi hingga saat ini dan semakin meluas.",Minggu lalu Indonesia dihebohkan dengan kejadian kebakaran Kawasan Wisata Bromo akibat penggunaan flare pada sebuah sesi foto prewedding Kebakaran tersebut dikabarkan masih terjadi hingga saat ini dan semakin meluas ,minggu lalu indonesia dihebohkan dengan kejadian kebakaran kawasan wisata bromo akibat penggunaan flare pada sebuah sesi foto prewedding kebakaran tersebut dikabarkan masih terjadi hingga saat ini dan semakin meluas ,"['minggu', 'lalu', 'indonesia', 'dihebohkan', 'dengan', 'kejadian', 'kebakaran', 'kawasan', 'wisata', 'bromo', 'akibat', 'penggunaan', 'flare', 'pada', 'sebuah', 'sesi', 'foto', 'prewedding', 'kebakaran', 'tersebut', 'dikabarkan', 'masih', 'terjadi', 'hingga', 'saat', 'ini', 'dan', 'semakin', 'meluas']","['minggu', 'lalu', 'indonesia', 'dihebohkan', 'dengan', 'kejadian', 'kebakaran', 'kawasan', 'wisata', 'bromo', 'akibat', 'penggunaan', 'flare', 'pada', 'sebuah', 'sesi', 'foto', 'prewedding', 'kebakaran', 'tersebut', 'dikabarkan', 'masih', 'terjadi', 'hingga', 'saat', 'ini', 'dan', 'semakin', 'meluas']","['minggu', 'indonesia', 'dihebohkan', 'kejadian', 'kebakaran', 'kawasan', 'wisata', 'bromo', 'akibat', 'penggunaan', 'flare', 'sesi', 'foto', 'prewedding', 'kebakaran', 'dikabarkan', 'meluas']","['minggu', 'indonesia', 'heboh', 'jadi', 'bakar', 'kawasan', 'wisata', 'bromo', 'akibat', 'guna', 'flare', 'sesi', 'foto', 'prewedding', 'bakar', 'kabar', 'luas']",minggu indonesia heboh jadi bakar kawasan wisata bromo akibat guna flare sesi foto prewedding bakar kabar luas
493,"Meskipun titik panasnya meluas, memang saat ini belum ada tanda-tanda adanya penundaan dan pembatalan penerbangan akibat dari kebakaran di kawasan Bromo.",2023-09-11 13:38:53+00:00,3,"Meskipun titik panasnya meluas, memang saat ini belum ada tanda-tanda adanya penundaan dan pembatalan penerbangan akibat dari kebakaran di kawasan Bromo.",Meskipun titik panasnya meluas memang saat ini belum ada tanda tanda adanya penundaan dan pembatalan penerbangan akibat dari kebakaran kawasan Bromo ,meskipun titik panasnya meluas memang saat ini belum ada tanda tanda adanya penundaan dan pembatalan penerbangan akibat dari kebakaran kawasan bromo ,"['meskipun', 'titik', 'panasnya', 'meluas', 'memang', 'saat', 'ini', 'belum', 'ada', 'tanda', 'tanda', 'adanya', 'penundaan', 'dan', 'pembatalan', 'penerbangan', 'akibat', 'dari', 'kebakaran', 'kawasan', 'bromo']","['meskipun', 'titik', 'panasnya', 'meluas', 'memang', 'saat', 'ini', 'belum', 'ada', 'tanda', 'tanda', 'adanya', 'penundaan', 'dan', 'pembatalan', 'penerbangan', 'akibat', 'dari', 'kebakaran', 'kawasan', 'bromo']","['titik', 'panasnya', 'meluas', 'tanda', 'tanda', 'penundaan', 'pembatalan', 'penerbangan', 'akibat', 'kebakaran', 'kawasan', 'bromo']","['titik', 'panas', 'luas', 'tanda', 'tanda', 'tunda', 'batal', 'terbang', 'akibat', 'bakar', 'kawasan', 'bromo']",titik panas luas tanda tanda tunda batal terbang akibat bakar kawasan bromo
494,"dk imo yang tinggal di sekitar bromo bahkan yang terdampak sampe wilayah lain lebih pantes buat nuntut dan kasih sanksi ke orang2 yg bikin kebakaran bromo, bukan malah wajib laporrrrr wkwkwk kocak",2023-09-11 13:40:39+00:00,3,"dk imo yang tinggal di sekitar bromo bahkan yang terdampak sampe wilayah lain lebih pantes buat nuntut dan kasih sanksi ke orang2 yg bikin kebakaran bromo, bukan malah wajib laporrrrr wkwkwk kocak", imo yang tinggal sekitar bromo bahkan yang terdampak sampe wilayah lain lebih pantes buat nuntut dan kasih sanksi orang bikin kebakaran bromo bukan malah wajib laporr wkwkwk kocak, imo yang tinggal sekitar bromo bahkan yang terdampak sampe wilayah lain lebih pantes buat nuntut dan kasih sanksi orang bikin kebakaran bromo bukan malah wajib laporr wkwkwk kocak,"['imo', 'yang', 'tinggal', 'sekitar', 'bromo', 'bahkan', 'yang', 'terdampak', 'sampe', 'wilayah', 'lain', 'lebih', 'pantes', 'buat', 'nuntut', 'dan', 'kasih', 'sanksi', 'orang', 'bikin', 'kebakaran', 'bromo', 'bukan', 'malah', 'wajib', 'laporr', 'wkwkwk', 'kocak']","['imo', 'yang', 'tinggal', 'sekitar', 'bromo', 'bahkan', 'yang', 'terdampak', 'sampai', 'wilayah', 'lain', 'lebih', 'pantas', 'buat', 'menuntut', 'dan', 'kasih', 'sanksi', 'orang', 'bikin', 'kebakaran', 'bromo', 'bukan', 'malah', 'wajib', 'laporr', 'wkwkwk', 'kocak']","['imo', 'tinggal', 'bromo', 'terdampak', 'wilayah', 'menuntut', 'kasih', 'sanksi', 'orang', 'bikin', 'kebakaran', 'bromo', 'wajib', 'laporr', 'wkwkwk', 'kocak']","['imo', 'tinggal', 'bromo', 'dampak', 'wilayah', 'tuntut', 'kasih', 'sanksi', 'orang', 'bikin', 'bakar', 'bromo', 'wajib', 'laporr', 'wkwkwk', 'kocak']",imo tinggal bromo dampak wilayah tuntut kasih sanksi orang bikin bakar bromo wajib laporr wkwkwk kocak
495,"Ini 2 manusia titisan anjing yang prewed di bromo dan bikin kebakaran gara-gara kebodohannya itu hidupnya lagi kaya gimana ya sekarang? Enjoy banget livin' life kayanya, tidur nyenyak kah? Makan masih enak kah? Blok goblok ckck",2023-09-11 13:41:01+00:00,1,"Ini 2 manusia titisan anjing yang prewed di bromo dan bikin kebakaran gara-gara kebodohannya itu hidupnya lagi kaya gimana ya sekarang? Enjoy banget livin' life kayanya, tidur nyenyak kah? Makan masih enak kah? Blok goblok ckck",Ini manusia titisan anjing yang prewed bromo dan bikin kebakaran gara gara kebodohannya itu hidupnya lagi kaya gimana sekarang Enjoy banget livin life kayanya tidur nyenyak kah Makan masih enak kah Blok goblok ckck,ini manusia titisan anjing yang prewed bromo dan bikin kebakaran gara gara kebodohannya itu hidupnya lagi kaya gimana sekarang enjoy banget livin life kayanya tidur nyenyak kah makan masih enak kah blok goblok ckck,"['ini', 'manusia', 'titisan', 'anjing', 'yang', 'prewed', 'bromo', 'dan', 'bikin', 'kebakaran', 'gara', 'gara', 'kebodohannya', 'itu', 'hidupnya', 'lagi', 'kaya', 'gimana', 'sekarang', 'enjoy', 'banget', 'livin', 'life', 'kayanya', 'tidur', 'nyenyak', 'kah', 'makan', 'masih', 'enak', 'kah', 'blok', 'goblok', 'ckck']","['ini', 'manusia', 'titisan', 'anjing', 'yang', 'prewed', 'bromo', 'dan', 'bikin', 'kebakaran', 'gara', 'gara', 'kebodohannya', 'itu', 'hidupnya', 'lagi', 'kayak', 'bagaimana', 'sekarang', 'enjoy', 'banget', 'livin', 'life', 'kayanya', 'tidur', 'nyenyak', 'kah', 'makan', 'masih', 'enak', 'kah', 'blok', 'goblok', 'ckck']","['manusia', 'titisan', 'anjing', 'prewed', 'bromo', 'bikin', 'kebakaran', 'gara', 'gara', 'kebodohannya', 'hidupnya', 'kayak', 'enjoy', 'banget', 'livin', 'life', 'kayanya', 'tidur', 'nyenyak', 'kah', 'makan', 'enak', 'kah', 'blok', 'goblok', 'ckck']","['manusia', 'titis', 'anjing', 'prewed', 'bromo', 'bikin', 'bakar', 'gara', 'gara', 'bodoh', 'hidup', 'kayak', 'enjoy', 'banget', 'livin', 'life', 'kaya', 'tidur', 'nyenyak', 'kah', 'makan', 'enak', 'kah', 'blok', 'goblok', 'ckck']",manusia titis anjing prewed bromo bikin bakar gara gara bodoh hidup kayak enjoy banget livin life kaya tidur nyenyak kah makan enak kah blok goblok ckck
496,"Lihat update kebakaran di Bromo, keknya tersangkanya daripada di penjara mending disuruh tanam ulang aja tuh pohon pohon yg pada kena api 😇",2023-09-11 13:44:05+00:00,3,"Lihat update kebakaran di Bromo, keknya tersangkanya daripada di penjara mending disuruh tanam ulang aja tuh pohon pohon yg pada kena api 😇",Lihat update kebakaran Bromo keknya tersangkanya daripada penjara mending disuruh tanam ulang aja tuh pohon pohon pada kena api ,lihat update kebakaran bromo keknya tersangkanya daripada penjara mending disuruh tanam ulang aja tuh pohon pohon pada kena api ,"['lihat', 'update', 'kebakaran', 'bromo', 'keknya', 'tersangkanya', 'daripada', 'penjara', 'mending', 'disuruh', 'tanam', 'ulang', 'aja', 'tuh', 'pohon', 'pohon', 'pada', 'kena', 'api']","['lihat', 'update', 'kebakaran', 'bromo', 'kayaknya', 'tersangkanya', 'daripada', 'penjara', 'mending', 'disuruh', 'tanam', 'ulang', 'saja', 'tuh', 'pohon', 'pohon', 'pada', 'kena', 'api']","['lihat', 'update', 'kebakaran', 'bromo', 'kayaknya', 'tersangkanya', 'penjara', 'mending', 'disuruh', 'tanam', 'ulang', 'pohon', 'pohon', 'kena', 'api']","['lihat', 'update', 'bakar', 'bromo', 'kayak', 'sangka', 'penjara', 'mending', 'suruh', 'tanam', 'ulang', 'pohon', 'pohon', 'kena', 'api']",lihat update bakar bromo kayak sangka penjara mending suruh tanam ulang pohon pohon kena api
497,@shuggie_nihboss @tobikadachy @calllmetod @infomalang Mampusss dah ga jadi nikah.. biaya nikahnya sekua ga bisa tuh nutupin kebakaran di bromo kemaren,2023-09-11 13:45:00+00:00,1,    Mampusss dah ga jadi nikah.. biaya nikahnya sekua ga bisa tuh nutupin kebakaran di bromo kemaren, Mampuss dah jadi nikah biaya nikahnya sekua bisa tuh nutupin kebakaran bromo kemaren, mampuss dah jadi nikah biaya nikahnya sekua bisa tuh nutupin kebakaran bromo kemaren,"['mampuss', 'dah', 'jadi', 'nikah', 'biaya', 'nikahnya', 'sekua', 'bisa', 'tuh', 'nutupin', 'kebakaran', 'bromo', 'kemaren']","['mampuss', 'deh', 'jadi', 'nikah', 'biaya', 'nikahnya', 'sekua', 'bisa', 'tuh', 'menutupi', 'kebakaran', 'bromo', 'kemarin']","['mampuss', 'deh', 'nikah', 'biaya', 'nikahnya', 'sekua', 'menutupi', 'kebakaran', 'bromo', 'kemarin']","['mampuss', 'deh', 'nikah', 'biaya', 'nikah', 'sekua', 'tutup', 'bakar', 'bromo', 'kemarin']",mampuss deh nikah biaya nikah sekua tutup bakar bromo kemarin
498,Ke bromo aja belum udah kebakaran,2023-09-11 13:45:07+00:00,2,Ke bromo aja belum udah kebakaran, bromo aja belum udah kebakaran, bromo aja belum udah kebakaran,"['bromo', 'aja', 'belum', 'udah', 'kebakaran']","['bromo', 'saja', 'belum', 'sudah', 'kebakaran']","['bromo', 'kebakaran']","['bromo', 'bakar']",bromo bakar
499,Couple yg bikin bromo kebakaran masih bisa tidur tenang gak yah?   Kerugiannya gila-gilaan bgt dan masif ke banyak orang.,2023-09-11 13:48:56+00:00,1,Couple yg bikin bromo kebakaran masih bisa tidur tenang gak yah?   Kerugiannya gila-gilaan bgt dan masif ke banyak orang.,Couple bikin bromo kebakaran masih bisa tidur tenang gak yah Kerugiannya gila gilaan bgt dan masif banyak orang ,couple bikin bromo kebakaran masih bisa tidur tenang gak yah kerugiannya gila gilaan bgt dan masif banyak orang ,"['couple', 'bikin', 'bromo', 'kebakaran', 'masih', 'bisa', 'tidur', 'tenang', 'gak', 'yah', 'kerugiannya', 'gila', 'gilaan', 'bgt', 'dan', 'masif', 'banyak', 'orang']","['couple', 'bikin', 'bromo', 'kebakaran', 'masih', 'bisa', 'tidur', 'tenang', 'enggak', 'ya', 'kerugiannya', 'gila', 'gilaan', 'banget', 'dan', 'masif', 'banyak', 'orang']","['couple', 'bikin', 'bromo', 'kebakaran', 'tidur', 'tenang', 'kerugiannya', 'gila', 'gilaan', 'banget', 'masif', 'orang']","['couple', 'bikin', 'bromo', 'bakar', 'tidur', 'tenang', 'rugi', 'gila', 'gila', 'banget', 'masif', 'orang']",couple bikin bromo bakar tidur tenang rugi gila gila banget masif orang
500,Liat footage bromo yg kebakaran bikin pengen nangis soalnya aku belum kesana sama @haruray610  mau nangis..,2023-09-11 13:49:32+00:00,1,Liat footage bromo yg kebakaran bikin pengen nangis soalnya aku belum kesana sama   mau nangis..,Liat footage bromo kebakaran bikin pengen nangis soalnya aku belum kesana sama mau nangis ,liat footage bromo kebakaran bikin pengen nangis soalnya aku belum kesana sama mau nangis ,"['liat', 'footage', 'bromo', 'kebakaran', 'bikin', 'pengen', 'nangis', 'soalnya', 'aku', 'belum', 'kesana', 'sama', 'mau', 'nangis']","['lihat', 'footage', 'bromo', 'kebakaran', 'bikin', 'pengin', 'menangis', 'soalnya', 'aku', 'belum', 'kesana', 'sama', 'mau', 'menangis']","['lihat', 'footage', 'bromo', 'kebakaran', 'bikin', 'pengin', 'menangis', 'kesana', 'menangis']","['lihat', 'footage', 'bromo', 'bakar', 'bikin', 'pengin', 'menang', 'kesana', 'menang']",lihat footage bromo bakar bikin pengin menang kesana menang
501,"gue kalo jadi tamu undangan nikahannya pas salaman : selamat ya, akhirnya nikah. btw kalian kan yang bikin savana bromo kebakaran?""""",2023-09-11 13:53:25+00:00,2,"gue kalo jadi tamu undangan nikahannya pas salaman : selamat ya, akhirnya nikah. btw kalian kan yang bikin savana bromo kebakaran?""""",gue kalo jadi tamu undangan nikahannya pas salaman selamat akhirnya nikah btw kalian kan yang bikin savana bromo kebakaran ,gue kalo jadi tamu undangan nikahannya pas salaman selamat akhirnya nikah btw kalian kan yang bikin savana bromo kebakaran ,"['gue', 'kalo', 'jadi', 'tamu', 'undangan', 'nikahannya', 'pas', 'salaman', 'selamat', 'akhirnya', 'nikah', 'btw', 'kalian', 'kan', 'yang', 'bikin', 'savana', 'bromo', 'kebakaran']","['gue', 'kalo', 'jadi', 'tamu', 'undangan', 'nikahannya', 'pas', 'salaman', 'selamat', 'akhirnya', 'nikah', 'btw', 'kalian', 'kan', 'yang', 'bikin', 'savana', 'bromo', 'kebakaran']","['gue', 'tamu', 'undangan', 'nikahannya', 'pas', 'salaman', 'selamat', 'nikah', 'btw', 'bikin', 'savana', 'bromo', 'kebakaran']","['gue', 'tamu', 'undang', 'nikah', 'pas', 'salam', 'selamat', 'nikah', 'btw', 'bikin', 'savana', 'bromo', 'bakar']",gue tamu undang nikah pas salam selamat nikah btw bikin savana bromo bakar
502,Laknat bgt ini pelaku kebakaran bromo arghh kzl,2023-09-11 13:54:51+00:00,1,Laknat bgt ini pelaku kebakaran bromo arghh kzl,Laknat bgt ini pelaku kebakaran bromo arghh kzl,laknat bgt ini pelaku kebakaran bromo arghh kzl,"['laknat', 'bgt', 'ini', 'pelaku', 'kebakaran', 'bromo', 'arghh', 'kzl']","['laknat', 'banget', 'ini', 'pelaku', 'kebakaran', 'bromo', 'arghh', 'kzl']","['laknat', 'banget', 'pelaku', 'kebakaran', 'bromo', 'arghh', 'kzl']","['laknat', 'banget', 'laku', 'bakar', 'bromo', 'arghh', 'kzl']",laknat banget laku bakar bromo arghh kzl
503,"gila ya. ga tau ini efek kebakaran bromo atau gimana, hari ini malang panas banget udaranya 😭😭",2023-09-11 13:58:06+00:00,1,"gila ya. ga tau ini efek kebakaran bromo atau gimana, hari ini malang panas banget udaranya 😭😭",gila tau ini efek kebakaran bromo atau gimana hari ini malang panas banget udaranya ,gila tau ini efek kebakaran bromo atau gimana hari ini malang panas banget udaranya ,"['gila', 'tau', 'ini', 'efek', 'kebakaran', 'bromo', 'atau', 'gimana', 'hari', 'ini', 'malang', 'panas', 'banget', 'udaranya']","['gila', 'tau', 'ini', 'efek', 'kebakaran', 'bromo', 'atau', 'bagaimana', 'hari', 'ini', 'malang', 'panas', 'banget', 'udaranya']","['gila', 'tau', 'efek', 'kebakaran', 'bromo', 'malang', 'panas', 'banget', 'udaranya']","['gila', 'tau', 'efek', 'bakar', 'bromo', 'malang', 'panas', 'banget', 'udara']",gila tau efek bakar bromo malang panas banget udara
504,"@mirandauchy2 Yg kebakaran Bromo, penggusuran pulau, PBVSI, PBSI, becca beca itu jg lewat mulu beritanya",2023-09-11 14:05:11+00:00,1," Yg kebakaran Bromo, penggusuran pulau, PBVSI, PBSI, becca beca itu jg lewat mulu beritanya", kebakaran Bromo penggusuran pulau PBVSI PBSI becca beca itu lewat mulu beritanya, kebakaran bromo penggusuran pulau pbvsi pbsi becca beca itu lewat mulu beritanya,"['kebakaran', 'bromo', 'penggusuran', 'pulau', 'pbvsi', 'pbsi', 'becca', 'beca', 'itu', 'lewat', 'mulu', 'beritanya']","['kebakaran', 'bromo', 'penggusuran', 'pulau', 'pbvsi', 'pbsi', 'becca', 'beca', 'itu', 'lewat', 'mulu', 'beritanya']","['kebakaran', 'bromo', 'penggusuran', 'pulau', 'pbvsi', 'pbsi', 'becca', 'beca', 'mulu', 'beritanya']","['bakar', 'bromo', 'gusur', 'pulau', 'pbvsi', 'pbsi', 'becca', 'beca', 'mulu', 'berita']",bakar bromo gusur pulau pbvsi pbsi becca beca mulu berita
505,goblok bgt yg bikin kebakaran bromo,2023-09-11 14:13:20+00:00,1,goblok bgt yg bikin kebakaran bromo,goblok bgt bikin kebakaran bromo,goblok bgt bikin kebakaran bromo,"['goblok', 'bgt', 'bikin', 'kebakaran', 'bromo']","['goblok', 'banget', 'bikin', 'kebakaran', 'bromo']","['goblok', 'banget', 'bikin', 'kebakaran', 'bromo']","['goblok', 'banget', 'bikin', 'bakar', 'bromo']",goblok banget bikin bakar bromo
506,"fyp tiktok aku isinya lagi ibu mertua baik, teteh kasir warung grosir yg ngitung pake kalkulatornya cepet, kebakaran bromo sama jajanan bandung. bagian teteh kasir warung nontonnya satisfying 🤣",2023-09-11 14:14:34+00:00,3,"fyp tiktok aku isinya lagi ibu mertua baik, teteh kasir warung grosir yg ngitung pake kalkulatornya cepet, kebakaran bromo sama jajanan bandung. bagian teteh kasir warung nontonnya satisfying 🤣",fyp tiktok aku isinya lagi ibu mertua baik teteh kasir warung grosir ngitung pake kalkulatornya cepet kebakaran bromo sama jajanan bandung bagian teteh kasir warung nontonnya satisfying ,fyp tiktok aku isinya lagi ibu mertua baik teteh kasir warung grosir ngitung pake kalkulatornya cepet kebakaran bromo sama jajanan bandung bagian teteh kasir warung nontonnya satisfying ,"['fyp', 'tiktok', 'aku', 'isinya', 'lagi', 'ibu', 'mertua', 'baik', 'teteh', 'kasir', 'warung', 'grosir', 'ngitung', 'pake', 'kalkulatornya', 'cepet', 'kebakaran', 'bromo', 'sama', 'jajanan', 'bandung', 'bagian', 'teteh', 'kasir', 'warung', 'nontonnya', 'satisfying']","['fyp', 'tiktok', 'aku', 'isinya', 'lagi', 'ibu', 'mertua', 'baik', 'teteh', 'kasir', 'warung', 'grosir', 'ngitung', 'pakai', 'kalkulatornya', 'cepat', 'kebakaran', 'bromo', 'sama', 'jajanan', 'bandung', 'bagian', 'teteh', 'kasir', 'warung', 'nontonnya', 'satisfying']","['fyp', 'tiktok', 'isinya', 'mertua', 'teteh', 'kasir', 'warung', 'grosir', 'ngitung', 'pakai', 'kalkulatornya', 'cepat', 'kebakaran', 'bromo', 'jajanan', 'bandung', 'teteh', 'kasir', 'warung', 'nontonnya', 'satisfying']","['fyp', 'tiktok', 'isi', 'mertua', 'teteh', 'kasir', 'warung', 'grosir', 'ngitung', 'pakai', 'kalkulator', 'cepat', 'bakar', 'bromo', 'jajan', 'bandung', 'teteh', 'kasir', 'warung', 'nontonnya', 'satisfying']",fyp tiktok isi mertua teteh kasir warung grosir ngitung pakai kalkulator cepat bakar bromo jajan bandung teteh kasir warung nontonnya satisfying
507,@KompasTV Pemerintah harusnya lebih maksimal dalam  menangani kebakaran di Gunung Bromo,2023-09-11 14:22:29+00:00,3, Pemerintah harusnya lebih maksimal dalam  menangani kebakaran di Gunung Bromo, Pemerintah harusnya lebih maksimal dalam menangani kebakaran Gunung Bromo, pemerintah harusnya lebih maksimal dalam menangani kebakaran gunung bromo,"['pemerintah', 'harusnya', 'lebih', 'maksimal', 'dalam', 'menangani', 'kebakaran', 'gunung', 'bromo']","['pemerintah', 'harusnya', 'lebih', 'maksimal', 'dalam', 'menangani', 'kebakaran', 'gunung', 'bromo']","['pemerintah', 'maksimal', 'menangani', 'kebakaran', 'gunung', 'bromo']","['perintah', 'maksimal', 'tangan', 'bakar', 'gunung', 'bromo']",perintah maksimal tangan bakar gunung bromo
